gene,species
human:PPIB,human
human:ARPC1B,human
human:LHX8,human
human:IDH1,human
human:PAH,human
human:FEN1,human
human:ENO3,human
human:FABP3,human
human:SALL1,human
human:CELF2,human
human:ANP32B,human
human:CTSC,human
human:TUBA1B,human
human:TUBA1C,human
human:LMNA,human
human:LAMB1,human
human:DMXL2,human
human:CYP11A1,human
human:STMN1,human
human:DDX21,human
human:APC,human
human:FLNB,human
human:OTP,human
human:MPP1,human
human:CBX1,human
human:CBX3,human
human:CFAP36,human
human:MCU,human
human:SVBP,human
human:CCDC3,human
human:CFAP100,human
human:CCDC50,human
human:COA3,human
human:TMA7,human
human:CCK,human
human:CCND2,human
human:CCNE1,human
human:AGBL4,human
human:TCP1,human
human:CD63,human
human:CD36,human
human:PECAM1,human
human:SCARB2,human
human:ITGA2B,human
human:CD44,human
human:TFRC,human
human:CD81,human
human:CDK1,human
human:CDC42,human
human:CDC42EP4,human
human:VCP,human
human:CDCA7,human
human:CDH9,human
human:CDH12,human
human:CDH18,human
human:CDH11,human
human:CDK5R1,human
human:CDK5R2,human
human:CEBPG,human
human:TMEM121B,human
human:CELF3,human
human:CNBP,human
human:CELSR2,human
human:CEP170B,human
human:CP,human
human:THRA,human
human:F13B,human
human:CFL1,human
human:RFLNA,human
human:MIB1,human
human:EPB41,human
human:SYNPO2L,human
human:CCT2,human
human:CCT3,human
human:CCT7,human
human:CHURC1,human
human:CHCHD2,human
human:CHCHD3,human
human:CHMP2B,human
human:CHMP5,human
human:MEOX1,human
human:CHRNA4,human
human:CHRNB2,human
human:NID2,human
human:SMO,human
human:RPL35,human
human:SMARCA5,human
human:SNRPD1,human
human:ATP6V1H,human
human:CSNK1A1,human
human:SF3B4,human
human:RPL24,human
human:SNRPC,human
human:MCM7,human
human:NCBP2,human
human:GPC4,human
human:ODC1,human
human:SLC25A5,human
human:RPS5,human
human:SLIT1,human
human:CIC,human
human:IGF2R,human
human:CDKN1A,human
human:RBM3,human
human:CIRBP,human
human:JUN,human
human:CSNK2A1,human
human:CSNK2B,human
human:TBCB,human
human:KRT5,human
human:CKMT2,human
human:CLDN6,human
human:CLCN5,human
human:CLDN11,human
human:CLDN8,human
human:CLDN1,human
human:CLDN5,human
human:CLDN3,human
human:CSTF3,human
human:CLIC5,human
human:CLIC3,human
human:TXNDC17,human
human:SOX10,human
human:MAF,human
human:CMAS,human
human:XIRP1,human
human:CMYA5,human
human:CNN3,human
human:CNOT6,human
human:CNRIP1,human
human:CNTN1,human
human:CNTNAP2,human
human:CNTNAP4,human
human:EBF2,human
human:COL5A3,human
human:COL11A1,human
human:COL12A1,human
human:COL17A1,human
human:COL2A1,human
human:COL5A2,human
human:COL6A6,human
human:COL7A1,human
human:COL8A1,human
human:COL22A1,human
human:COLGALT1,human
human:CORO2B,human
human:NR2F1,human
human:NR2F2,human
human:COX4I1,human
human:COX5B,human
human:COX7A2,human
human:COX7A2L,human
human:COX8A,human
human:CPEB4,human
human:NRN1,human
human:PTGES3,human
human:PPP1R14A,human
human:CPLX2,human
human:CPNE1,human
human:CPNE4,human
human:NUDT21,human
human:CPS1,human
human:FAM131B,human
human:RBP2,human
human:CREB3L3,human
human:CREB5,human
human:RET,human
human:CRISPLD1,human
human:CRMP1,human
human:DPYSL2,human
human:DPYSL4,human
human:DPYSL3,human
human:DPYSL5,human
human:HAPLN1,human
human:SEC23A,human
human:CRYAB,human
human:CSMD1,human
human:VCAN,human
human:NCAN,human
human:CSPG5,human
human:SMC3,human
human:CASQ1,human
human:CSRP3,human
human:CSTB,human
human:CTBP1,human
human:CTBP2,human
human:TNNC1,human
human:CTNNB1,human
human:CTNND2,human
human:CTSB,human
human:CTSE,human
human:CTTNBP2NL,human
human:CENPW,human
human:CUX2,human
human:SOD1,human
human:GJB1,human
human:GJB2,human
human:GJB6,human
human:GJA1,human
human:GJD4,human
human:GJC1,human
human:CXCL12,human
human:PPBP,human
human:PF4,human
human:CYCS,human
human:PPIA,human
human:LDB3,human
human:TMEM183A,human
human:CHST14,human
human:DAAM1,human
human:DAB1,human
human:DACH1,human
human:DAG1,human
human:NBL1,human
human:DAP,human
human:DACT1,human
human:EEF1G,human
human:HSD17B4,human
human:GC,human
human:DCN,human
human:DCLK1,human
human:DCHS1,human
human:DDX3X,human
human:NOTCH1,human
human:TP63,human
human:DEPTOR,human
human:TWIST2,human
human:HAND2,human
human:DHRS7C,human
human:DKK3,human
human:SCN7A,human
human:SCN2A,human
human:SCN3A,human
human:SCN9A,human
human:CACNB1,human
human:DIRAS1,human
human:PARK7,human
human:NCOA1,human
human:DLG4,human
human:DLGAP4,human
human:DLX1,human
human:DLX2,human
human:DLX3,human
human:DLX5,human
human:DLX6,human
human:PLP1,human
human:GPM6A,human
human:GPM6B,human
human:DMRTA2,human
human:DNAJA1,human
human:DNAJB6,human
human:POLB,human
human:DNASE1L3,human
human:DNM3,human
human:EYA1,human
human:DOK7,human
human:CYP26B1,human
human:COPB2,human
human:CBARP,human
human:GLB1L2,human
human:FECH,human
human:ADAR,human
human:COL4A5,human
human:RGMB,human
human:DRAXIN,human
human:LGALS1,human
human:LGALS2,human
human:LGALS3,human
human:HK1,human
human:FSTL5,human
human:UBE2V2,human
human:PCDHA1,human
human:PCDHGA1,human
human:RNASE4,human
human:DSC2,human
human:DSC3,human
human:DSCAM,human
human:RCAN3,human
human:DSG2,human
human:DSG3,human
human:DTD1,human
human:DTX4,human
human:DYNC1I1,human
human:DYNC1I2,human
human:DYNLL1,human
human:DYRK1A,human
human:TCF3,human
human:SLC1A3,human
human:SLC1A6,human
human:SLC1A2,human
human:SLC1A1,human
human:EBF1,human
human:EBF3,human
human:EBNA1BP2,human
human:CDH1,human
human:IHH,human
human:LECT2,human
human:LPAR1,human
human:S1PR2,human
human:EDIL3,human
human:EDN3,human
human:EDNRA,human
human:EDNRB,human
human:EEF2,human
human:EFEMP2,human
human:EFNB3,human
human:EGFR,human
human:EHD2,human
human:EIF1,human
human:EIF3B,human
human:EIF3H,human
human:EIF3I,human
human:EIF3G,human
human:EIF3E,human
human:EIF3D,human
human:EIF4A1,human
human:EIF4B,human
human:EIF4E,human
human:EIF4E2,human
human:EIF4G2,human
human:OTOG,human
human:EPHB3,human
human:ELAVL3,human
human:ELAVL1,human
human:ELAVL4,human
human:ELN,human
human:ELOVL1,human
human:ELOVL4,human
human:FBXO5,human
human:EMILIN2,human
human:EMP1,human
human:MCM3,human
human:CD164,human
human:PDLIM5,human
human:PDLIM7,human
human:ENO2,human
human:ENSA,human
human:EOMES,human
human:EPAS1,human
human:DMTN,human
human:EPHA3,human
human:EPHB2,human
human:ERH,human
human:ERBB3,human
human:ERBB4,human
human:ERG,human
human:MAPK1,human
human:MAPK6,human
human:MAPK4,human
human:PDIA3,human
human:ESRRG,human
human:MYCBP2,human
human:HIC1,human
human:CTSD,human
human:SNAP25,human
human:NRAS,human
human:RARG,human
human:PDGFRA,human
human:TNC,human
human:MYOD1,human
human:GATA1,human
human:PAX9,human
human:JAK1,human
human:INA,human
human:FGFR4,human
human:RARA,human
human:WNT2,human
human:HOXB5,human
human:OTX2,human
human:LEF1,human
human:TBX5,human
human:IGF2,human
human:TIMP2,human
human:CTSK,human
human:HCFC1,human
human:TMPO,human
human:MECOM,human
human:EVPL,human
human:ENY2,human
human:F13A1,human
human:BANF1,human
human:CKAP2L,human
human:SGCB,human
human:MFAP2,human
human:MAP4K4,human
human:HMGN3,human
human:TNFRSF19,human
human:PRPF38A,human
human:FOXA3,human
human:PACSIN3,human
human:TNS1,human
human:ZNF462,human
human:ATF7IP,human
human:SRSF6,human
human:POMP,human
human:VDAC1,human
human:NOTCH3,human
human:PTPN11,human
human:ZNF395,human
human:C1QBP,human
human:EIF3M,human
human:BOC,human
human:AP2B1,human
human:MTUS1,human
human:C1orf198,human
human:KHDRBS1,human
human:HMGB3,human
human:MRPS34,human
human:OTUB1,human
human:SEC61B,human
human:SLC25A4,human
human:HMGN2,human
human:MEIS2,human
human:TPT1,human
human:SAE1,human
human:BRD3,human
human:FMNL2,human
human:NCS1,human
human:MAP2K2,human
human:LAMP1,human
human:DLG3,human
human:EVA1B,human
human:PFN1,human
human:S100A6,human
human:S100A4,human
human:TUBB4B,human
human:CSDE1,human
human:RPS14,human
human:GFOD2,human
human:COX6B1,human
human:RPL10,human
human:RPL30,human
human:PSMD8,human
human:RPL27A,human
human:SUMO3,human
human:PGRMC1,human
human:RNF38,human
human:RPS12,human
human:FSTL1,human
human:TOMM7,human
human:PLEC,human
human:DMAC1,human
human:RGS2,human
human:RPL22L1,human
human:RPL4,human
human:SPCS1,human
human:RPL18,human
human:CREB3L1,human
human:NOL7,human
human:POSTN,human
human:FABP1,human
human:FABP5,human
human:FABP4,human
human:ABHD17C,human
human:FAM117A,human
human:AMER2,human
human:MVB12B,human
human:ZC2HC1A,human
human:SLF2,human
human:FAM20C,human
human:FAM219A,human
human:FAM32A,human
human:BOD1,human
human:SUPT20H,human
human:GAREM2,human
human:BRINP2,human
human:RIPOR2,human
human:FAM78A,human
human:FASN,human
human:FAT1,human
human:FAT3,human
human:FAU,human
human:SSR3,human
human:PRSS23,human
human:MYL6B,human
human:MYL6,human
human:SYNJ1,human
human:REEP5,human
human:RPS3A,human
human:UNC5C,human
human:GGPS1,human
human:RPL23,human
human:VPS29,human
human:FTH1,human
human:RPS28,human
human:CHD9,human
human:LONRF2,human
human:TMSB4X,human
human:FAM162A,human
human:PHAX,human
human:ELOC,human
human:RPL39,human
human:LITAF,human
human:RPS3,human
human:NR3C1,human
human:RALA,human
human:SPRED1,human
human:RPS13,human
human:YWHAZ,human
human:TXN,human
human:CTDSP2,human
human:EIF4G1,human
human:CHTOP,human
human:PPP2CB,human
human:PPP1CA,human
human:SOX9,human
human:MYH7,human
human:PRPF40A,human
human:HNRNPH1,human
human:HNRNPF,human
human:HNRNPH2,human
human:PABPN1,human
human:TXLNB,human
human:GLDC,human
human:RBP4,human
human:FDPS,human
human:PNISR,human
human:PNN,human
human:PRODH2,human
human:SALL2,human
human:ALDOB,human
human:FAM168B,human
human:DRAP1,human
human:SPTBN1,human
human:PKP1,human
human:UBA1,human
human:MYMK,human
human:IPO7,human
human:RTF1,human
human:PTTG1IP,human
human:RBM8A,human
human:UBE2D3,human
human:PCBP2,human
human:PCBP1,human
human:STIP1,human
human:RBM22,human
human:TPM1,human
human:AURKA,human
human:EIF5,human
human:FBLL1,human
human:PA2G4,human
human:HNRNPA0,human
human:PHGDH,human
human:FZD7,human
human:PLXDC2,human
human:SRSF7,human
human:GNB1,human
human:PRMT1,human
human:SMAD1,human
human:NUTF2,human
human:EWSR1,human
human:RAB6A,human
human:G3BP2,human
human:NUMA1,human
human:HPF1,human
human:CDH15,human
human:SPTBN2,human
human:UBXN1,human
human:SRSF5,human
human:ABLIM3,human
human:HNRNPUL1,human
human:CMPK1,human
human:AP2S1,human
human:SPINT2,human
human:RAB1A,human
human:SF3B2,human
human:MSANTD3-TMEFF1,human
human:PAIP1,human
human:PTP4A1,human
human:MYH9,human
human:THAP12,human
human:SEC62,human
human:HNRNPC,human
human:HPD,human
human:ESD,human
human:HNF4A,human
human:ACAA2,human
human:FAH,human
human:PRDX4,human
human:NOP53,human
human:ANGPTL3,human
human:FGG,human
human:HSP90B1,human
human:LPL,human
human:SNRNP200,human
human:RTN1,human
human:SMAD5,human
human:CXCL14,human
human:CAT,human
human:GSK3B,human
human:STAG1,human
human:E2F4,human
human:HP1BP3,human
human:TIA1,human
human:PDE4DIP,human
human:MGAT4C,human
human:LIN7C,human
human:FKBP3,human
human:P3H4,human
human:TM9SF3,human
human:PLXNC1,human
human:STX1B,human
human:EFS,human
human:SP3,human
human:CAND1,human
human:PDAP1,human
human:CDCA4,human
human:ACAP3,human
human:UQCRFS1,human
human:ARID1A,human
human:KIAA1217,human
human:YWHAB,human
human:SRL,human
human:TTC28,human
human:ZMIZ1,human
human:GRHPR,human
human:HS6ST2,human
human:CYC1,human
human:PHF14,human
human:PNRC2,human
human:MAGI2,human
human:NT5DC2,human
human:FILIP1,human
human:PCCA,human
human:XPO1,human
human:YWHAH,human
human:ITM2B,human
human:RPN2,human
human:PRR36,human
human:ZNF618,human
human:TBC1D30,human
human:CD248,human
human:UHRF1,human
human:SULT1B1,human
human:FLNA,human
human:PRICKLE1,human
human:YLPM1,human
human:SLC27A2,human
human:YY1AP1,human
human:KIFAP3,human
human:FBLN1,human
human:FBN2,human
human:FBXO11,human
human:FBXO44,human
human:TBX2,human
human:ARL4C,human
human:MTX2,human
human:C12orf57,human
human:VKORC1,human
human:ARL4D,human
human:JPT2,human
human:EIF4EBP1,human
human:ZSWIM5,human
human:PTP4A2,human
human:NDUFAF3,human
human:LMNB1,human
human:SCOC,human
human:ZMYM2,human
human:POU2F1,human
human:MIDN,human
human:DYNC1LI2,human
human:TOP2A,human
human:MYOM2,human
human:RNASEH2C,human
human:GDI2,human
human:PRDM16,human
human:PLCXD3,human
human:TGM2,human
human:NIPBL,human
human:INSM1,human
human:ASPM,human
human:MEX3B,human
human:FMO1,human
human:WNK1,human
human:KLC2,human
human:LMNB2,human
human:GTF2A1,human
human:EMILIN1,human
human:DYRK2,human
human:PODXL,human
human:SNRPA,human
human:PUF60,human
human:LPGAT1,human
human:TMEM263,human
human:RASL11B,human
human:CHKB,human
human:CDK16,human
human:SYPL2,human
human:TRIM37,human
human:MEIS3,human
human:RNF10,human
human:QSER1,human
human:MLLT11,human
human:GMFB,human
human:PSD2,human
human:BRI3,human
human:AGAP3,human
human:XPO4,human
human:JPH3,human
human:LPP,human
human:HMOX1,human
human:ILF3,human
human:SLC2A1,human
human:DDAH1,human
human:BPTF,human
human:NR2E1,human
human:SON,human
human:PHLDB2,human
human:PSIP1,human
human:MEGF10,human
human:RASGEF1B,human
human:CDV3,human
human:MARCKS,human
human:SOX6,human
human:NT5C2,human
human:CDT1,human
human:LIMCH1,human
human:GLRX,human
human:COLQ,human
human:MLLT3,human
human:DICER1,human
human:PTPRN,human
human:TESC,human
human:SLC22A23,human
human:LMO4,human
human:ZCCHC24,human
human:CIAPIN1,human
human:TBL1XR1,human
human:ZNF281,human
human:ADGRG1,human
human:ORC4,human
human:HNRNPU,human
human:EPHA7,human
human:PTPRN2,human
human:TNIK,human
human:LMAN1,human
human:RAB11A,human
human:RBM20,human
human:KIF3A,human
human:SH3GLB1,human
human:PCDH10,human
human:FGFR2,human
human:RAB18,human
human:CBX5,human
human:RBM26,human
human:SERBP1,human
human:SCRT2,human
human:DYNC1LI1,human
human:SLC25A37,human
human:FYTTD1,human
human:TAGLN3,human
human:VAMP5,human
human:SHH,human
human:PCDH19,human
human:WDR26,human
human:EHBP1,human
human:RPL27,human
human:RAB4A,human
human:RPS2,human
human:PLOD1,human
human:SERP1,human
human:LCOR,human
human:RPL13A,human
human:EXT1,human
human:HOXA9,human
human:S100A16,human
human:MSL1,human
human:MAT2A,human
human:SUMO1,human
human:LRRC4C,human
human:NUCKS1,human
human:SAR1A,human
human:PGAM1,human
human:ACAT1,human
human:CAVIN1,human
human:NCK2,human
human:ZFHX3,human
human:FKBP14,human
human:HNRNPAB,human
human:SLC13A5,human
human:TIMM13,human
human:NUPR1,human
human:SLC41A1,human
human:HABP2,human
human:SST,human
human:CNOT7,human
human:HIPK3,human
human:LAPTM4B,human
human:HHIP,human
human:SLC14A1,human
human:YOD1,human
human:TMED10,human
human:PPP1CC,human
human:ARHGAP21,human
human:EEF1E1,human
human:MALSU1,human
human:RBMS1,human
human:MN1,human
human:ARL8A,human
human:OLA1,human
human:RPL31,human
human:SLC40A1,human
human:FEZF2,human
human:NR5A1,human
human:FGF12,human
human:FGF13,human
human:FGFRL1,human
human:TMEM178B,human
human:GRIP2,human
human:MYCL,human
human:DSP,human
human:CITED1,human
human:SYBU,human
human:CNTN5,human
human:WIZ,human
human:F10,human
human:PSAT1,human
human:CFDP1,human
human:ANKRD12,human
human:ATAD2,human
human:TK1,human
human:RSF1,human
human:PHF20L1,human
human:GNAI2,human
human:ZFP36L2,human
human:TWSG1,human
human:SLC20A2,human
human:RBM38,human
human:DTX3,human
human:AHNAK,human
human:PBX1,human
human:MYOT,human
human:BCAN,human
human:SASH1,human
human:ROR1,human
human:ALDH8A1,human
human:ENTPD3,human
human:SOX1,human
human:GPR137C,human
human:ZNF644,human
human:SH3RF1,human
human:LCORL,human
human:SLC43A1,human
human:TP53I11,human
human:UGP2,human
human:BAZ1B,human
human:FIBP,human
human:VEGFD,human
human:RPL5,human
human:FKBP1A,human
human:MMP9,human
human:MDH1,human
human:SHROOM2,human
human:MFAP4,human
human:GRN,human
human:PCOLCE,human
human:TNRC6C,human
human:G3BP1,human
human:EFHD1,human
human:PCDH18,human
human:MAN1A2,human
human:NRSN1,human
human:TRAK2,human
human:TESK1,human
human:TUBB4A,human
human:TMEM50A,human
human:SLAIN1,human
human:UACA,human
human:NAA38,human
human:PIANP,human
human:TSC22D1,human
human:TSPAN3,human
human:CTXN2,human
human:ITM2C,human
human:MAPRE3,human
human:KIDINS220,human
human:ZIC4,human
human:CLPP,human
human:CSNK1E,human
human:NPDC1,human
human:MLF2,human
human:PPFIA2,human
human:AP1S2,human
human:LIN7B,human
human:GYPC,human
human:USE1,human
human:SLC6A1,human
human:STXBP1,human
human:LRRC4,human
human:ATL1,human
human:SEMA6A,human
human:SDHB,human
human:C11orf87,human
human:PPP3CA,human
human:PLP2,human
human:NELL2,human
human:SNN,human
human:TRIM9,human
human:TCEA1,human
human:NEUROD2,human
human:MADD,human
human:UTP11,human
human:MYL1,human
human:MRPL40,human
human:CTTNBP2,human
human:KIF2A,human
human:UBE2QL1,human
human:TTYH3,human
human:NCAM1,human
human:GPHN,human
human:GABRB2,human
human:MYLK,human
human:SEZ6,human
human:SCG2,human
human:AMER3,human
human:POP7,human
human:MEAF6,human
human:GNA13,human
human:LSM7,human
human:COL4A1,human
human:MXRA8,human
human:BCAT1,human
human:UBAC1,human
human:HOXB8,human
human:FOXJ1,human
human:STRADB,human
human:MYO1C,human
human:CTDSP1,human
human:LYVE1,human
human:ZNF292,human
human:PDE4B,human
human:MBNL2,human
human:LZTS2,human
human:EIF2AK1,human
human:GLG1,human
human:MUSK,human
human:NECTIN3,human
human:PERP,human
human:S100A14,human
human:S100A13,human
human:PLXNB2,human
human:COX7B,human
human:DDX6,human
human:UQCR11,human
human:HOXD11,human
human:RAPGEF5,human
human:FBN1,human
human:EMX2,human
human:DYNC1H1,human
human:PPME1,human
human:TANC2,human
human:HEYL,human
human:SLC38A5,human
human:SATB1,human
human:ARPC2,human
human:LRP1,human
human:JDP2,human
human:PPP1R1C,human
human:POLR2E,human
human:FKBP10,human
human:FOXA1,human
human:FOXD2,human
human:PLIN3,human
human:MKRN1,human
human:SMYD1,human
human:TMEM35A,human
human:CLSTN1,human
human:MYH3,human
human:FOXD1,human
human:FOXF2,human
human:FOXL2,human
human:FOXO1,human
human:FOXP1,human
human:PTGFR,human
human:GLI3,human
human:SUPT16H,human
human:BMP1,human
human:FRMD5,human
human:PCP4,human
human:FSCN1,human
human:TNNC2,human
human:SLC9A6,human
human:NR1H4,human
human:FXYD1,human
human:FYN,human
human:FZD4,human
human:FZD3,human
human:FZD8,human
human:BUD31,human
human:GNG3,human
human:HSPA12B,human
human:GABARAP,human
human:GAD1,human
human:GAD2,human
human:GADD45A,human
human:GADD45G,human
human:GAL,human
human:GALNT17,human
human:GNAI3,human
human:GNAO1,human
human:GNAL,human
human:GNAQ,human
human:GNAS,human
human:GNAZ,human
human:TAC1,human
human:GAS2,human
human:WFIKKN2,human
human:GATA2,human
human:CFI,human
human:LDLRAD4,human
human:NR0B2,human
human:SHTN1,human
human:NCOR2,human
human:TMSB10,human
human:TMEM74B,human
human:SMAD4,human
human:TRIR,human
human:RORA,human
human:NEXMIF,human
human:CIPC,human
human:JCAD,human
human:FAXC,human
human:LRRC73,human
human:GCG,human
human:CCNDBP1,human
human:MSTN,human
human:MMP2,human
human:GGT1,human
human:GHR,human
human:GLCCI1,human
human:GCLM,human
human:GXYLT2,human
human:GLTPD2,human
human:GRIA1,human
human:GRIA2,human
human:GRIA3,human
human:GRIA4,human
human:GRID2,human
human:SLC2A2,human
human:GLRX5,human
human:SLC6A9,human
human:RACK1,human
human:GNB4,human
human:GNB5,human
human:GNG11,human
human:GNG12,human
human:GNS,human
human:SLC24A5,human
human:GOLGA7B,human
human:GOLIM4,human
human:MBTPS1,human
human:IL6ST,human
human:LRP2,human
human:GPC1,human
human:GPC6,human
human:ADGRA2,human
human:ADGRA3,human
human:STX7,human
human:GPR161,human
human:ADGRG2,human
human:ADGRV1,human
human:GRHL2,human
human:HEY2,human
human:GRIK2,human
human:GRIN2B,human
human:GRINA,human
human:GRM5,human
human:GRM8,human
human:GLRX3,human
human:GSX2,human
human:GSPT1,human
human:GUCY1B1,human
human:GUK1,human
human:HSD17B10,human
human:HADH,human
human:SPINT1,human
human:COPB1,human
human:HP,human
human:USH1C,human
human:HPX,human
human:LAMTOR5,human
human:SERPIND1,human
human:SPATS2L,human
human:HDGFL3,human
human:TCF7L1,human
human:HSPA8,human
human:HECW1,human
human:HES6,human
human:MYF6,human
human:HIF1A,human
human:HIF3A,human
human:HMBS,human
human:HMGB1,human
human:HMGB2,human
human:HMGCR,human
human:NSG2,human
human:NDUFB5,human
human:SFPQ,human
human:DCTN6,human
human:SPARC,human
human:CHCHD6,human
human:DDX17,human
human:SFRP2,human
human:SRSF2,human
human:YBX1,human
human:PFN2,human
human:RPS27A,human
human:KPNA2,human
human:DNAJC8,human
human:RANBP1,human
human:TFDP1,human
human:TTN,human
human:LRRFIP1,human
human:PRDX1,human
human:TNNI3,human
human:TNNI2,human
human:IRX3,human
human:S100A10,human
human:APEX1,human
human:BHMT,human
human:BHMT2,human
human:VCL,human
human:NSFL1C,human
human:JPT1,human
human:HNRNPA1,human
human:HNRNPA3,human
human:HNRNPDL,human
human:HNRNPK,human
human:MEF2C,human
human:TLX2,human
human:HOXB6,human
human:HOXA10,human
human:HOXA11,human
human:HOXB3,human
human:HOXC10,human
human:HOXD10,human
human:HOXD9,human
human:RAD23B,human
human:PRMT2,human
human:HSBP1,human
human:HSPH1,human
human:HSP90AB1,human
human:IER3IP1,human
human:HTRA1,human
human:CLNS1A,human
human:CXXC4,human
human:MRPL47,human
human:SSBP3,human
human:WWP2,human
human:NOVA2,human
human:RGMA,human
human:SOX3,human
human:EVL,human
human:SLC4A4,human
human:FOXP4,human
human:PMP22,human
human:NRP2,human
human:PAPSS2,human
human:ENAH,human
human:ZFAND5,human
human:TSN,human
human:GNL3,human
human:ZNF106,human
human:MAB21L2,human
human:MAST1,human
human:ITGB1BP2,human
human:FGF3,human
human:XKR4,human
human:GAS1,human
human:ITIH2,human
human:AFF3,human
human:NID1,human
human:SOX5,human
human:FOXC1,human
human:FRAS1,human
human:DENND5B,human
human:SNX5,human
human:SKP2,human
human:POU2F2,human
human:SYNE2,human
human:FABP2,human
human:IFITM1,human
human:IFITM2,human
human:IGF1,human
human:IGFBP2,human
human:IGFBP3,human
human:IGFBP5,human
human:IGF1R,human
human:CADM2,human
human:DZIP1,human
human:IKZF1,human
human:RSRC2,human
human:RBPJ,human
human:SF3B3,human
human:NACA,human
human:GNG5,human
human:SET,human
human:PPP1CB,human
human:RPA2,human
human:PPP2R1A,human
human:DHX15,human
human:CCNI,human
human:MFF,human
human:CTNNA2,human
human:CTNNA3,human
human:DENR,human
human:UBB,human
human:PRAF2,human
human:PFDN2,human
human:SNCG,human
human:UQCRB,human
human:MRPL34,human
human:SIVA1,human
human:GPX7,human
human:CAV3,human
human:NEB,human
human:UBFD1,human
human:FIS1,human
human:SNX22,human
human:RPS16,human
human:FBLN2,human
human:FDX1,human
human:RPA3,human
human:CAPN2,human
human:SNRPD2,human
human:GPS1,human
human:RSPH1,human
human:FNTA,human
human:PSMB4,human
human:TRIL,human
human:LYRM2,human
human:PSMA3,human
human:FMOD,human
human:ACP1,human
human:SRPX,human
human:MRPS10,human
human:MRPL33,human
human:ATL3,human
human:PDZD4,human
human:NECAB2,human
human:ITGB8,human
human:EIF5B,human
human:UBC,human
human:PRKAR1A,human
human:COBL,human
human:LOXL2,human
human:RAI14,human
human:MARVELD1,human
human:SRRM4,human
human:MAP6,human
human:DOK4,human
human:MYL4,human
human:PFKM,human
human:UBE2C,human
human:SHISA9,human
human:RP9,human
human:RBX1,human
human:MATN4,human
human:FNDC3B,human
human:RYR1,human
human:CILP,human
human:TOP2B,human
human:SALL3,human
human:NBEA,human
human:GTF3C4,human
human:PNPO,human
human:GNB2,human
human:CPN2,human
human:PLBD1,human
human:FLNC,human
human:SPOCK3,human
human:VBP1,human
human:SPATA18,human
human:SKA2,human
human:CENPF,human
human:PCSK6,human
human:PGM2L1,human
human:BRWD1,human
human:SGCA,human
human:UBE3A,human
human:SSRP1,human
human:NUP210,human
human:FGFBP3,human
human:SVIL,human
human:COMMD9,human
human:MAL,human
human:SNRPA1,human
human:CHD4,human
human:CKAP5,human
human:INPP5F,human
human:PAXX,human
human:NRXN3,human
human:TRIM55,human
human:FERMT2,human
human:PHIP,human
human:ATP13A2,human
human:PNKD,human
human:NPTXR,human
human:COL4A6,human
human:STARD13,human
